total_SBA,540,7a,ESTAB,GEO_ID,mean_agi,ZIPCODE,SBA_per_Small,540_per_Small,7a_per_Small,tot_ratio_buckets,tot_ratio_buckets_rank,_540_ratio_buckets,_540_ratio_buckets_rank,_7a_ratio_buckets,_7a_ratio_buckets_rank,mean_agi_buckets,mean_agi_buckets_rank
144,8.0,136.0,532.0,8610000US94521,55811.0,94521,0.270676691729,0.015037593985,0.255639097744,"(0.25, 0.333]",7.0,"(0.0145, 0.0202]",3.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
8,1.0,7.0,7.0,8610000US94522,,94522,1.14285714286,0.142857142857,1.0,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
195,20.0,175.0,1058.0,8610000US94523,65951.0,94523,0.184310018904,0.0189035916824,0.165406427221,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
5,,5.0,10.0,8610000US94524,,94524,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
3,2.0,1.0,41.0,8610000US94525,48960.0,94525,0.0731707317073,0.0487804878049,0.0243902439024,"(0.0192, 0.111]",3.0,"(0.0391, 0.0535]",6.0,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
178,11.0,167.0,1068.0,8610000US94526,121997.0,94526,0.166666666667,0.0102996254682,0.156367041199,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(113143.25, 1015625]",8.0
5,1.0,4.0,21.0,8610000US94528,,94528,0.238095238095,0.047619047619,0.190476190476,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,,
2,,2.0,3.0,8610000US94529,,94529,0.666666666667,,0.666666666667,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
112,16.0,96.0,547.0,8610000US94530,63506.0,94530,0.204753199269,0.0292504570384,0.17550274223,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
107,31.0,76.0,403.0,8610000US94531,45455.0,94531,0.265508684864,0.0769230769231,0.18858560794,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
325,71.0,254.0,1259.0,8610000US94533,37490.0,94533,0.258141382049,0.0563939634631,0.201747418586,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
94,25.0,69.0,631.0,8610000US94534,61786.0,94534,0.148969889065,0.0396196513471,0.109350237718,"(0.111, 0.163]",4.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
4,,4.0,62.0,8610000US94535,25771.0,94535,0.0645161290323,,0.0645161290323,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
219,29.0,190.0,949.0,8610000US94536,65083.0,94536,0.230769230769,0.0305584826133,0.200210748156,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
5,1.0,4.0,11.0,8610000US94537,,94537,0.454545454545,0.0909090909091,0.363636363636,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,,
611,135.0,476.0,2701.0,8610000US94538,54281.0,94538,0.226212513884,0.0499814883377,0.176231025546,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
291,65.0,226.0,1403.0,8610000US94539,111089.0,94539,0.207412687099,0.0463292943692,0.16108339273,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
4,,4.0,7.0,8610000US94540,,94540,0.571428571429,,0.571428571429,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
269,37.0,232.0,989.0,8610000US94541,38788.0,94541,0.271991911021,0.0374115267947,0.234580384226,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
19,3.0,16.0,108.0,8610000US94542,77394.0,94542,0.175925925926,0.0277777777778,0.148148148148,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
1,,1.0,6.0,8610000US94543,,94543,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
332,73.0,259.0,1105.0,8610000US94544,36217.0,94544,0.300452488688,0.0660633484163,0.234389140271,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
567,181.0,386.0,1613.0,8610000US94545,42496.0,94545,0.351518908865,0.112213267204,0.239305641662,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
178,22.0,156.0,800.0,8610000US94546,53998.0,94546,0.2225,0.0275,0.195,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
78,27.0,51.0,202.0,8610000US94547,53785.0,94547,0.386138613861,0.133663366337,0.252475247525,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
2,,2.0,11.0,8610000US94548,,94548,0.181818181818,,0.181818181818,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
168,15.0,153.0,1070.0,8610000US94549,159658.0,94549,0.157009345794,0.0140186915888,0.142990654206,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
453,119.0,334.0,1280.0,8610000US94550,77295.0,94550,0.35390625,0.09296875,0.2609375,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,"(72552, 113143.25]",7.0
239,83.0,156.0,1108.0,8610000US94551,57982.0,94551,0.215703971119,0.0749097472924,0.140794223827,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.108, 0.146]",4.0,"(49963, 58591]",5.0
41,3.0,38.0,178.0,8610000US94552,86279.0,94552,0.230337078652,0.0168539325843,0.213483146067,"(0.201, 0.25]",6.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
269,34.0,235.0,1046.0,8610000US94553,56853.0,94553,0.257170172084,0.0325047801147,0.224665391969,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
3,,3.0,,,,94554,,,,,,,,,,,
60,2.0,58.0,399.0,8610000US94555,72741.0,94555,0.15037593985,0.00501253132832,0.145363408521,"(0.111, 0.163]",4.0,"[0.000264, 0.00659]",1.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
68,9.0,59.0,297.0,8610000US94556,131838.0,94556,0.228956228956,0.030303030303,0.198653198653,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(113143.25, 1015625]",8.0
4,1.0,3.0,5.0,8610000US94557,,94557,0.8,0.2,0.6,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
352,105.0,247.0,1677.0,8610000US94558,57400.0,94558,0.209898628503,0.0626118067979,0.147286821705,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
253,56.0,197.0,1082.0,8610000US94559,50041.0,94559,0.233826247689,0.0517560073937,0.182070240296,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
223,32.0,191.0,1069.0,8610000US94560,49556.0,94560,0.208606173994,0.0299345182413,0.178671655753,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
59,13.0,46.0,332.0,8610000US94561,44478.0,94561,0.177710843373,0.039156626506,0.138554216867,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(43085, 49963]",4.0
45,3.0,42.0,512.0,8610000US94563,182691.0,94563,0.087890625,0.005859375,0.08203125,"(0.0192, 0.111]",3.0,"[0.000264, 0.00659]",1.0,"(0.0323, 0.108]",3.0,"(113143.25, 1015625]",8.0
73,8.0,65.0,443.0,8610000US94564,46957.0,94564,0.164785553047,0.0180586907449,0.146726862302,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
237,42.0,195.0,842.0,8610000US94565,35071.0,94565,0.281472684086,0.0498812351544,0.231591448931,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
338,68.0,270.0,1436.0,8610000US94566,116180.0,94566,0.235376044568,0.0473537604457,0.188022284123,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(113143.25, 1015625]",8.0
2,,2.0,24.0,8610000US94567,45981.0,94567,0.0833333333333,,0.0833333333333,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(43085, 49963]",4.0
277,45.0,232.0,1308.0,8610000US94568,83703.0,94568,0.211773700306,0.0344036697248,0.177370030581,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
2,1.0,1.0,10.0,8610000US94569,,94569,0.2,0.1,0.1,"(0.163, 0.201]",5.0,"(0.0535, 0.1]",7.0,"(0.0323, 0.108]",3.0,,
1,,1.0,4.0,8610000US94570,,94570,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
31,1.0,30.0,143.0,8610000US94571,43078.0,94571,0.216783216783,0.00699300699301,0.20979020979,"(0.201, 0.25]",6.0,"(0.00659, 0.0145]",2.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
27,2.0,25.0,79.0,8610000US94572,40382.0,94572,0.341772151899,0.0253164556962,0.316455696203,"(0.333, 5]",8.0,"(0.0202, 0.0273]",4.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
2,,2.0,48.0,8610000US94573,,94573,0.0416666666667,,0.0416666666667,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
99,24.0,75.0,562.0,8610000US94574,131229.0,94574,0.17615658363,0.0427046263345,0.133451957295,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
3,1.0,2.0,5.0,8610000US94575,,94575,0.6,0.2,0.4,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
7,1.0,6.0,12.0,8610000US94576,47600.0,94576,0.583333333333,0.0833333333333,0.5,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,"(43085, 49963]",4.0
529,103.0,426.0,1723.0,8610000US94577,46616.0,94577,0.307022634939,0.0597794544399,0.247243180499,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,"(43085, 49963]",4.0
141,13.0,128.0,536.0,8610000US94578,36897.0,94578,0.263059701493,0.0242537313433,0.238805970149,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
49,2.0,47.0,198.0,8610000US94579,40270.0,94579,0.247474747475,0.010101010101,0.237373737374,"(0.201, 0.25]",6.0,"(0.00659, 0.0145]",2.0,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
58,6.0,52.0,239.0,8610000US94580,39854.0,94580,0.242677824268,0.0251046025105,0.217573221757,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
5,1.0,4.0,17.0,8610000US94581,,94581,0.294117647059,0.0588235294118,0.235294117647,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,,
39,,39.0,437.0,8610000US94582,102845.0,94582,0.0892448512586,,0.0892448512586,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(72552, 113143.25]",7.0
313,36.0,277.0,1973.0,8610000US94583,128007.0,94583,0.158641662443,0.0182463253928,0.14039533705,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
1,,1.0,,,,94584,,,,,,,,,,,
101,17.0,84.0,278.0,8610000US94585,38945.0,94585,0.363309352518,0.0611510791367,0.302158273381,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
13,,13.0,38.0,8610000US94586,112689.0,94586,0.342105263158,,0.342105263158,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,"(72552, 113143.25]",7.0
250,60.0,190.0,1124.0,8610000US94587,51088.0,94587,0.222419928826,0.0533807829181,0.169039145907,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
260,56.0,204.0,1742.0,8610000US94588,92536.0,94588,0.149253731343,0.0321469575201,0.117106773823,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
68,11.0,57.0,286.0,8610000US94589,33131.0,94589,0.237762237762,0.0384615384615,0.199300699301,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
182,14.0,168.0,698.0,8610000US94590,33972.0,94590,0.260744985673,0.0200573065903,0.240687679083,"(0.25, 0.333]",7.0,"(0.0145, 0.0202]",3.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
112,12.0,100.0,498.0,8610000US94591,46406.0,94591,0.224899598394,0.0240963855422,0.200803212851,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
6,2.0,4.0,53.0,8610000US94592,57238.0,94592,0.11320754717,0.0377358490566,0.0754716981132,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.0323, 0.108]",3.0,"(49963, 58591]",5.0
1,1.0,,,,,94593,,,,,,,,,,,
3,,3.0,,,,94594,,,,,,,,,,,
43,5.0,38.0,299.0,8610000US94595,80715.0,94595,0.14381270903,0.0167224080268,0.127090301003,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
366,48.0,318.0,2098.0,8610000US94596,95677.0,94596,0.174451858913,0.0228789323165,0.151572926597,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
73,10.0,63.0,566.0,8610000US94597,73681.0,94597,0.128975265018,0.017667844523,0.111307420495,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
144,19.0,125.0,886.0,8610000US94598,97179.0,94598,0.162528216704,0.0214446952596,0.141083521445,"(0.111, 0.163]",4.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
16,4.0,12.0,111.0,8610000US94599,71661.0,94599,0.144144144144,0.036036036036,0.108108108108,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.0323, 0.108]",3.0,"(58591, 72552]",6.0
225,29.0,196.0,665.0,8610000US94601,28346.0,94601,0.338345864662,0.0436090225564,0.294736842105,"(0.333, 5]",8.0,"(0.0391, 0.0535]",6.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
99,9.0,90.0,423.0,8610000US94602,65457.0,94602,0.234042553191,0.0212765957447,0.212765957447,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
94,23.0,71.0,242.0,8610000US94603,28478.0,94603,0.388429752066,0.095041322314,0.293388429752,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
8,1.0,7.0,6.0,8610000US94604,,94604,1.33333333333,0.166666666667,1.16666666667,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
147,4.0,143.0,344.0,8610000US94605,48321.0,94605,0.427325581395,0.0116279069767,0.415697674419,"(0.333, 5]",8.0,"(0.00659, 0.0145]",2.0,"(0.3, 4]",8.0,"(43085, 49963]",4.0
168,25.0,143.0,549.0,8610000US94606,33766.0,94606,0.306010928962,0.0455373406193,0.260473588342,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
320,70.0,250.0,1405.0,8610000US94607,48245.0,94607,0.227758007117,0.0498220640569,0.17793594306,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
309,51.0,258.0,1174.0,8610000US94608,60038.0,94608,0.263202725724,0.0434412265758,0.219761499148,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
168,19.0,149.0,720.0,8610000US94609,51893.0,94609,0.233333333333,0.0263888888889,0.206944444444,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
152,11.0,141.0,704.0,8610000US94610,84210.0,94610,0.215909090909,0.015625,0.200284090909,"(0.201, 0.25]",6.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
172,14.0,158.0,958.0,8610000US94611,134519.0,94611,0.179540709812,0.0146137787056,0.164926931106,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(113143.25, 1015625]",8.0
326,48.0,278.0,1765.0,8610000US94612,57048.0,94612,0.184702549575,0.0271954674221,0.157507082153,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
1,,1.0,6.0,8610000US94613,,94613,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
5,1.0,4.0,1.0,8610000US94614,,94614,5.0,1.0,4.0,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
1,,1.0,,,,94616,,,,,,,,,,,
66,9.0,57.0,480.0,8610000US94618,134444.0,94618,0.1375,0.01875,0.11875,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
89,11.0,78.0,294.0,8610000US94619,61385.0,94619,0.302721088435,0.0374149659864,0.265306122449,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
1,,1.0,1.0,8610000US94620,,94620,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
214,52.0,162.0,775.0,8610000US94621,24491.0,94621,0.276129032258,0.0670967741935,0.209032258065,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"[18558, 31958.75]",1.0
5,1.0,4.0,6.0,8610000US94623,,94623,0.833333333333,0.166666666667,0.666666666667,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
1,,1.0,2.0,8610000US94624,,94624,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
2,,2.0,,,,94638,,,,,,,,,,,
1,1.0,,,,,94643,,,,,,,,,,,
1,,1.0,,,,94644,,,,,,,,,,,
1,,1.0,,,,94646,,,,,,,,,,,
1,,1.0,,,,94647,,,,,,,,,,,
1,,1.0,,,,94659,,,,,,,,,,,
1,1.0,,,,,94660,,,,,,,,,,,
1,,1.0,2.0,8610000US94661,,94661,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
3,,3.0,5.0,8610000US94662,,94662,0.6,,0.6,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,94696,,,,,,,,,,,
1,,1.0,,,,94700,,,,,,,,,,,
4,2.0,2.0,6.0,8610000US94701,,94701,0.666666666667,0.333333333333,0.333333333333,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
98,18.0,80.0,395.0,8610000US94702,55146.0,94702,0.248101265823,0.0455696202532,0.20253164557,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
74,16.0,58.0,305.0,8610000US94703,55659.0,94703,0.24262295082,0.0524590163934,0.190163934426,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
167,19.0,148.0,955.0,8610000US94704,48180.0,94704,0.174869109948,0.0198952879581,0.15497382199,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
103,10.0,93.0,551.0,8610000US94705,148353.0,94705,0.186932849365,0.0181488203267,0.168784029038,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(113143.25, 1015625]",8.0
104,18.0,86.0,482.0,8610000US94706,63169.0,94706,0.215767634855,0.0373443983402,0.178423236515,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
63,5.0,58.0,373.0,8610000US94707,130836.0,94707,0.16890080429,0.0134048257373,0.155495978552,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(113143.25, 1015625]",8.0
17,2.0,15.0,157.0,8610000US94708,129093.0,94708,0.108280254777,0.0127388535032,0.0955414012739,"(0.0192, 0.111]",3.0,"(0.00659, 0.0145]",2.0,"(0.0323, 0.108]",3.0,"(113143.25, 1015625]",8.0
32,5.0,27.0,321.0,8610000US94709,67127.0,94709,0.0996884735202,0.0155763239875,0.0841121495327,"(0.0192, 0.111]",3.0,"(0.0145, 0.0202]",3.0,"(0.0323, 0.108]",3.0,"(58591, 72552]",6.0
226,71.0,155.0,899.0,8610000US94710,61140.0,94710,0.251390433815,0.0789766407119,0.172413793103,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
1,,1.0,,,,94770,,,,,,,,,,,
98,23.0,75.0,387.0,8610000US94801,35225.0,94801,0.25322997416,0.0594315245478,0.193798449612,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
2,,2.0,13.0,8610000US94802,,94802,0.153846153846,,0.153846153846,"(0.111, 0.163]",4.0,,,"(0.146, 0.178]",5.0,,
78,7.0,71.0,333.0,8610000US94803,47741.0,94803,0.234234234234,0.021021021021,0.213213213213,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
164,42.0,122.0,649.0,8610000US94804,37291.0,94804,0.252696456086,0.0647149460709,0.187981510015,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
48,13.0,35.0,186.0,8610000US94805,43106.0,94805,0.258064516129,0.0698924731183,0.188172043011,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
131,19.0,112.0,733.0,8610000US94806,34376.0,94806,0.178717598909,0.0259208731241,0.152796725784,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(31958.75, 36760]",2.0
4,,4.0,9.0,8610000US94807,,94807,0.444444444444,,0.444444444444,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
5,1.0,4.0,3.0,8610000US94808,,94808,1.66666666667,0.333333333333,1.33333333333,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
1,,1.0,,,,94828,,,,,,,,,,,
2,1.0,1.0,,,,94838,,,,,,,,,,,
1,,1.0,,,,94839,,,,,,,,,,,
2,,2.0,,,,94849,,,,,,,,,,,
1,,1.0,,,,94852,,,,,,,,,,,
1,,1.0,,,,94864,,,,,,,,,,,
1,,1.0,,,,94883,,,,,,,,,,,
454,92.0,362.0,2041.0,8610000US94901,95434.0,94901,0.222439980402,0.0450759431651,0.177364037237,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
1,,1.0,,,,94902,,,,,,,,,,,
174,33.0,141.0,1122.0,8610000US94903,82601.0,94903,0.155080213904,0.0294117647059,0.125668449198,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,"(72552, 113143.25]",7.0
55,3.0,52.0,455.0,8610000US94904,238080.0,94904,0.120879120879,0.00659340659341,0.114285714286,"(0.111, 0.163]",4.0,"[0.000264, 0.00659]",1.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
1,1.0,,,,,94905,,,,,,,,,,,
1,1.0,,,,,94906,,,,,,,,,,,
1,,1.0,,,,94909,,,,,,,,,,,
1,,1.0,,,,94910,,,,,,,,,,,
3,1.0,2.0,9.0,8610000US94912,,94912,0.333333333333,0.111111111111,0.222222222222,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.178, 0.222]",6.0,,
1,,1.0,6.0,8610000US94913,,94913,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
1,,1.0,4.0,8610000US94914,,94914,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
6,,6.0,7.0,8610000US94915,,94915,0.857142857143,,0.857142857143,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,94918,,,,,,,,,,,
2,,2.0,,,,94919,,,,,,,,,,,
51,1.0,50.0,368.0,8610000US94920,287320.0,94920,0.138586956522,0.00271739130435,0.135869565217,"(0.111, 0.163]",4.0,"[0.000264, 0.00659]",1.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
2,1.0,1.0,10.0,8610000US94922,45932.0,94922,0.2,0.1,0.1,"(0.163, 0.201]",5.0,"(0.0535, 0.1]",7.0,"(0.0323, 0.108]",3.0,"(43085, 49963]",4.0
25,3.0,22.0,52.0,8610000US94923,67704.0,94923,0.480769230769,0.0576923076923,0.423076923077,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,"(58591, 72552]",6.0
9,,9.0,48.0,8610000US94924,63403.0,94924,0.1875,,0.1875,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
72,10.0,62.0,512.0,8610000US94925,121091.0,94925,0.140625,0.01953125,0.12109375,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
1,1.0,,15.0,8610000US94927,,94927,0.0666666666667,0.0666666666667,,"(0.0192, 0.111]",3.0,"(0.0535, 0.1]",7.0,,,,
